dealer_number,part_number,first_sale_date,first_sale_date_amount,second_sale_date,second_sale_date_amount,third_sale_date,third_sale_date_amount,fourth_sale_date,fourth_sale_date_amount,fifth_sale_date,fifth_sale_date_amount
111111,15902392,10/15/10,1,,,,,,,,
111111,12992647,10/15/10,4,,,,,,,,
111111,25932632,10/11/12,1,10/15/10,1,,,,,,
111111,9129999,6/1/15,1,3/4/15,2,2/19/14,2,1/26/12,2,12/7/11,2
111111,97233357,1/22/14,1,10/15/10,1,,,,,,
111111,19260210,4/1/15,1,10/31/14,1,,,,,,
111111,20837967,10/31/14,1,,,,,,,,
111111,20858138,10/31/14,1,,,,,,,,
111111,22518599,10/31/14,1,,,,,,,,
111111,22911402,4/1/15,1,11/18/14,1,10/31/14,1,,,,
111111,25965861,10/31/14,1,,,,,,,,
111111,20872383,10/31/14,1,,,,,,,,
111111,22935645,10/31/14,1,,,,,,,,
111111,55486342,11/1/16,1,10/21/16,1,9/29/16,2,9/20/16,1,9/16/16,1
111111,12385750,4/1/08,1,,,,,,,,
111111,15941850,6/11/15,1,3/30/15,1,2/18/15,1,6/11/14,1,5/9/14,1
111111,20106968,4/1/08,1,,,,,,,,
111111,9595175,9/14/16,4,8/9/16,4,6/15/16,1,10/19/15,5,7/7/15,5
111111,11609682,4/26/10,1,6/5/07,2,7/1/06,1,6/1/06,1,4/1/06,1
111111,15147631,5/1/07,1,4/5/07,1,3/28/07,1,,0,,0
111111,15855081,6/1/06,1,5/1/06,1,3/1/06,1,12/1/05,1,,0
111111,15923277,7/13/16,1,6/9/16,1,4/26/16,1,9/29/15,1,9/10/15,1
111111,17064622,4/1/08,1,,,,,,,,
111111,19120648,8/31/11,1,9/5/09,1,,,,,,
111111,19120821,,,,,,,,,,
111111,19152634,7/6/10,1,9/17/09,1,12/30/08,1,4/1/06,1,2/1/06,1
111111,19158041,2/16/10,8,1/21/10,8,9/16/09,8,12/9/08,8,12/1/05,8
111111,19168448,1/15/13,1,9/30/10,1,9/29/10,1,2/27/10,1,5/26/09,1
111111,19170851,4/21/11,1,3/15/10,1,6/1/07,1,3/1/06,1,,0
111111,19178924,11/4/16,1,9/1/16,1,5/8/15,1,1/10/12,1,3/9/11,1
111111,19178958,9/1/16,1,4/9/16,1,10/27/15,1,5/8/15,1,7/12/14,1
111111,21997408,10/5/16,1,9/7/16,1,4/12/11,1,9/15/09,1,5/1/07,1
111111,25821849,4/19/10,1,8/19/09,1,6/12/08,1,7/13/07,1,7/1/06,1
111111,88861353,10/4/16,2,4/30/12,1,2/9/12,1,3/16/09,1,2/18/09,1
111111,88861354,10/14/11,1,4/20/11,1,3/19/08,1,10/26/07,2,7/6/07,3
111111,89024933,1/23/10,1,8/1/06,1,,0,,0,,0
111111,5977563,,,,,,,,,,
111111,10365160,3/31/15,1,4/2/08,1,,,,,,
111111,12083689,5/14/12,2,2/28/12,1,4/2/08,1,,,,
111111,12583147,10/10/08,1,4/2/08,1,,,,,,
111111,15724146,4/2/08,1,,,,,,,,
111111,16525999,,,,,,,,,,
111111,25625197,,,,,,,,,,
111111,25638917,,,,,,,,,,
111111,25644983,,,,,,,,,,
111111,25657343,,,,,,,,,,
111111,25661157,,,,,,,,,,
111111,25669452,,,,,,,,,,
111111,25851407,1/14/10,1,,,,,,,,
111111,26021456,4/2/08,1,,,,,,,,
111111,26031476,4/2/08,1,,,,,,,,
111111,96649046,4/2/08,1,,,,,,,,
111111,12563915,4/2/08,1,,,,,,,,
111111,19158000,3/14/11,8,4/2/08,6,2/1/06,6,,0,,0
111111,25661994,2/12/16,1,3/13/14,1,4/2/08,1,,,,
111111,26031574,4/2/08,1,,,,,,,,
111111,29533075,4/2/08,1,,,,,,,,
111111,88891223,,,,,,,,,,
111111,88960976,6/2/16,4,7/17/14,1,7/1/14,3,6/17/14,1,2/6/14,1
111111,94530648,8/7/12,2,8/10/11,1,4/3/08,4,4/2/08,2,,
111111,96391875,4/2/08,1,,,,,,,,
111111,96541653,4/2/08,1,,,,,,,,
111111,94500750,9/12/11,10,,,,,,,,
111111,96473698,9/12/11,1,,,,,,,,
111111,96493260,9/12/11,1,,,,,,,,
111111,19136739,9/12/11,4,,,,,,,,
111111,19250975,4/8/14,8,12/7/13,8,7/18/12,8,7/17/12,6,5/23/12,8
111111,15251336,9/12/11,1,,,,,,,,
111111,15637049,9/12/11,1,,,,,,,,
111111,25949818,9/12/11,1,,,,,,,,
111111,92067762,9/12/11,1,,,,,,,,
111111,92067954,9/12/11,1,,,,,,,,
111111,92112026,9/12/11,1,,,,,,,,
111111,9593598,4/7/08,2,,,,,,,,
111111,10444486,,,,,,,,,,
111111,15946301,2/13/14,1,3/23/09,1,4/7/08,1,,,,
111111,25558081,4/7/08,1,,,,,,,,
111111,15922396,6/20/08,4,6/13/08,4,6/12/08,4,6/10/08,4,4/25/08,1
111111,19164834,4/7/08,4,,,,,,,,
111111,24216088,5/8/12,1,1/30/12,1,8/20/10,1,1/30/09,1,4/7/08,1
111111,25814089,5/27/11,1,4/7/08,1,,,,,,
111111,25819670,7/2/13,1,11/15/11,2,5/31/11,2,2/14/11,1,8/18/10,2
111111,89033888,6/2/10,1,10/9/09,1,7/7/09,1,4/21/09,1,9/18/08,1
111111,10227348,6/26/12,1,1/26/11,4,2/3/10,6,,,,
111111,10324808,4/18/15,1,2/3/10,1,,,,,,
111111,10324809,4/18/15,1,1/25/12,1,2/3/10,1,,,,
111111,12346579,9/8/11,1,2/3/10,1,,,,,,
111111,97328879,10/9/15,1,8/22/14,1,8/18/11,1,2/3/10,1,,
111111,25942271,4/20/16,1,3/17/15,1,5/16/13,1,3/8/13,1,11/13/12,1
111111,25962986,2/3/10,1,,,,,,,,
111111,25993739,2/3/10,1,,,,,,,,
111111,19110711,2/3/10,1,,,,,,,,
111111,19169305,7/22/16,1,7/19/16,1,2/3/10,1,,,,
111111,10335585,3/7/13,1,2/15/12,1,4/3/08,1,,,,
111111,14060114,4/3/08,4,,,,,,,,
111111,15721390,4/29/15,1,9/29/14,1,4/26/11,1,4/3/08,1,6/27/07,1
111111,24230111,4/3/08,1,,,,,,,,
111111,12578209,4/3/08,1,,,,,,,,
111111,15642510,3/13/13,1,10/1/12,1,3/13/12,1,4/8/10,1,6/18/08,1
111111,18022052,7/7/09,3,4/3/08,1,,,,,,
111111,19161582,11/14/12,4,9/24/08,1,4/3/08,4,,,,
111111,22865844,12/2/13,1,,,,,,,,
111111,19176793,8/13/16,1,3/22/16,1,3/16/16,1,2/17/16,1,12/9/15,1
111111,19176794,8/13/16,1,3/22/16,1,3/16/16,1,2/17/16,1,12/9/15,1
111111,10322539,5/27/15,1,12/2/13,1,,,,,,
111111,95181997,12/2/13,1,,,,,,,,
111111,12591290,2/7/12,1,,,,,,,,
111111,12610160,2/7/12,8,,,,,,,,
111111,12622033,2/7/12,2,,,,,,,,
111111,682653,2/7/12,1,,,,,,,,
111111,88962346,2/7/12,1,,,,,,,,
111111,12474614,2/7/12,2,,,,,,,,
111111,12475008,2/7/12,2,,,,,,,,
111111,12475009,2/7/12,1,,,,,,,,
111111,15547390,2/7/12,1,,,,,,,,
111111,10341533,11/8/10,1,,,,,,,,
111111,10349964,11/8/10,1,,,,,,,,
111111,10349965,11/8/10,1,,,,,,,,
111111,12566934,11/8/10,1,,,,,,,,
111111,15244383,11/8/10,1,,,,,,,,
111111,15932240,4/18/15,1,4/24/13,1,11/8/10,1,,,,
111111,25717077,,,,,,,,,,
111111,19179943,4/27/09,1,1/27/09,1,1/14/09,1,12/5/08,1,10/2/08,1
111111,25793936,6/7/12,2,1/10/12,2,12/12/11,2,3/4/10,2,2/24/10,2
111111,15216919,6/9/08,1,4/4/08,1,,,,,,
111111,17801346,4/4/08,1,,,,,,,,
111111,25793853,6/7/12,1,1/10/12,1,12/12/11,1,3/4/10,1,2/24/10,1
111111,88965356,2/4/09,1,7/30/08,1,4/30/08,1,4/4/08,1,,
111111,19208534,,0,,0,,0,,0,,0
111111,10240171,4/9/08,1,,,,,,,,
111111,10281820,,,,,,,,,,
111111,12472311,5/9/08,1,4/9/08,1,,,,,,
111111,14103133,4/9/08,1,,,,,,,,
111111,15279690,12/8/10,2,4/9/08,2,,,,,,
111111,15920696,4/9/08,1,,,,,,,,
111111,15920700,11/2/10,1,9/10/10,1,2/3/10,1,4/9/08,1,,
111111,19149854,4/9/08,1,,,,,,,,
111111,24503787,4/9/08,1,,,,,,,,
111111,88952080,,,,,,,,,,
111111,10397746,4/9/08,1,,,,,,,,
111111,19155716,4/9/08,1,,,,,,,,
111111,89060358,4/9/08,1,,,,,,,,
111111,19151074,4/9/08,1,,,,,,,,
111111,10299383,4/8/08,1,,,,,,,,
111111,10316956,,,,,,,,,,
111111,10375809,4/8/08,1,,,,,,,,
111111,12498934,4/8/08,1,,,,,,,,
111111,12575301,7/30/08,1,4/8/08,1,,,,,,
111111,12600280,2/1/12,1,4/8/08,1,,,,,,
111111,15214873,4/8/15,1,6/6/14,1,4/8/08,1,,,,
111111,15908915,4/10/14,1,4/7/14,2,4/4/14,1,4/1/14,1,3/29/14,1
111111,19120224,4/8/08,1,,,,,,,,
111111,88899265,4/8/08,1,,,,,,,,
111111,88899266,4/8/08,1,,,,,,,,
111111,89017576,4/8/08,1,,,,,,,,
111111,89025178,4/8/08,1,,,,,,,,
111111,3528110,3/24/14,1,10/14/09,1,5/15/08,1,4/8/08,1,,
111111,10383630,6/24/10,1,4/8/08,1,,,,,,
111111,10388365,4/8/08,1,,,,,,,,
111111,15100759,4/8/08,1,,,,,,,,
111111,15111895,4/8/08,1,,,,,,,,
111111,15824188,4/8/08,1,,,,,,,,
111111,19137367,3/27/09,1,4/8/08,1,,,,,,
111111,25798270,5/19/16,1,3/8/16,1,7/16/14,1,1/25/13,1,3/28/11,1
111111,15093449,1/7/16,1,11/28/14,1,,,,,,
111111,15093450,1/7/16,1,11/28/14,1,,,,,,
111111,22021346,11/28/14,1,,,,,,,,
111111,22611138,11/28/14,1,,,,,,,,
111111,10054884,11/28/14,1,,,,,,,,
111111,25866992,11/28/14,1,,,,,,,,
111111,13221788,6/24/10,1,6/18/10,1,,,,,,
111111,13224134,6/18/10,1,,,,,,,,
111111,15213549,6/18/10,1,,,,,,,,
111111,15787493,6/18/10,1,,,,,,,,
111111,15825748,6/18/10,1,,,,,,,,
111111,15839150,6/18/10,1,,,,,,,,
111111,19120214,9/22/14,1,6/18/10,1,,,,,,
111111,25974719,6/18/10,1,,,,,,,,
111111,19166843,6/22/10,1,6/18/10,1,,,,,,
111111,12570623,2/26/14,1,1/14/13,1,6/22/10,1,,,,
111111,19213711,1/20/11,1,6/18/10,1,,,,,,
111111,12472315,6/18/10,1,,,,,,,,
111111,15175700,6/18/10,1,,,,,,,,
111111,19140968,6/18/10,1,,,,,,,,
111111,11610231,9/29/09,1,,,,,,,,
111111,15182095,9/29/09,1,,,,,,,,
111111,15673674,9/29/09,1,,,,,,,,
111111,25556970,9/29/09,1,,,,,,,,
111111,25815984,11/2/16,1,1/29/16,1,11/17/10,1,9/29/09,1,,
111111,25947829,9/29/09,1,,,,,,,,
111111,19110533,9/29/09,2,,,,,,,,
111111,12512143,9/29/09,1,,,,,,,,
111111,15991406,6/22/16,1,11/6/15,1,7/16/15,1,7/25/13,1,5/8/13,1
111111,19195191,9/29/09,4,,,,,,,,
111111,88955198,7/8/16,1,4/1/10,1,9/29/09,1,,,,
111111,89060479,7/27/16,1,4/2/16,1,10/7/15,1,9/16/15,1,9/4/15,1
111111,10286122,4/10/08,2,,,,,,,,
111111,12335505,4/27/15,1,4/10/08,1,,,,,,
111111,19178437,4/10/08,1,,,,,,,,
111111,10413153,11/10/15,1,4/10/08,1,,,,,,
111111,10413253,9/14/10,1,,,,,,,,
111111,15276587,4/10/08,1,,,,,,,,
111111,15289761,1/27/09,1,4/10/08,1,,,,,,
111111,15929397,4/23/09,1,4/10/08,2,,,,,,
111111,17064620,4/10/08,1,,,,,,,,
111111,94665991,4/10/08,1,,,,,,,,
111111,10246507,8/23/11,1,,,,,,,,
111111,10291232,4/11/08,10,1/17/07,10,,,,,,
111111,10301851,4/11/08,1,,,,,,,,
111111,10301852,4/11/08,1,,,,,,,,
111111,10316651,10/23/08,1,4/11/08,1,,,,,,
111111,10316652,4/11/08,1,,,,,,,,
111111,10322190,4/11/08,1,,,,,,,,
111111,10322635,4/11/08,1,,,,,,,,
111111,10332915,4/11/08,1,,,,,,,,
111111,10358510,11/8/13,1,,,,,,,,
111111,10358511,11/8/13,1,,,,,,,,
111111,15085844,4/11/08,1,,,,,,,,
111111,15230685,4/11/08,1,,,,,,,,
111111,15230686,4/11/08,1,,,,,,,,
111111,15233300,4/11/08,1,,,,,,,,
111111,15233301,4/11/08,1,,,,,,,,
111111,15252926,7/19/12,1,4/11/08,1,,,,,,
111111,15252927,10/3/11,1,4/11/08,1,,,,,,
111111,15805749,4/11/08,1,,,,,,,,
111111,15805750,9/22/08,1,4/11/08,1,,,,,,
111111,24226315,7/10/15,1,5/5/15,1,1/28/15,1,10/17/14,2,4/29/14,1
111111,25839479,4/11/08,1,,,,,,,,
111111,25867787,4/11/08,1,,,,,,,,
111111,7844954,4/11/08,1,,,,,,,,
111111,10405988,4/11/08,1,,,,,,,,
111111,15753327,5/4/12,1,7/14/08,1,4/11/08,1,,,,
111111,15757010,4/15/15,1,10/9/12,1,4/11/08,1,,,,
111111,19148529,4/11/08,4,,,,,,,,
111111,19177712,6/7/10,1,4/21/10,1,1/13/10,1,2/19/09,1,4/11/08,1
111111,24243750,1/7/10,1,10/30/08,1,4/22/08,1,4/11/08,1,7/27/07,1
111111,25111290,8/29/14,1,8/3/11,1,4/11/08,1,,,,
111111,25725663,4/15/15,2,10/9/12,2,4/11/08,1,,,,
111111,25730122,4/15/15,1,10/9/12,1,4/11/08,1,,,,
111111,19127365,4/12/08,1,,,,,,,,
111111,89059116,12/9/11,1,,,,,,,,
111111,12345775,9/15/14,1,1/16/13,1,10/4/10,1,5/3/10,1,4/22/10,1
111111,15739589,10/23/15,1,5/29/08,1,,,,,,
111111,25800623,9/1/10,1,5/29/08,1,,,,,,
111111,25800624,1/12/10,1,5/29/08,1,,,,,,
111111,25802477,5/29/08,1,,,,,,,,
111111,88860795,5/21/13,1,4/18/09,1,1/22/09,1,5/29/08,1,,
111111,9433734,5/29/08,1,,,,,,,,
111111,9433738,5/29/08,1,,,,,,,,
111111,9433764,5/29/08,1,,,,,,,,
111111,10223910,5/29/08,1,,,,,,,,
111111,14062890,5/29/08,1,,,,,,,,
111111,88964871,7/16/13,1,5/29/08,1,,,,,,
111111,89032490,5/29/08,4,,,,,,,,
111111,1604854,4/14/08,1,,,,,,,,
111111,10394264,6/13/11,1,4/14/08,1,,,,,,
111111,10394265,6/12/15,1,6/24/14,1,4/3/13,1,6/13/11,1,4/14/08,1
111111,12550419,4/14/08,1,,,,,,,,
111111,15292644,6/12/15,1,6/24/14,1,4/3/13,1,6/13/11,1,4/14/08,1
111111,19206742,7/30/14,1,6/24/14,2,10/8/12,1,4/22/11,1,7/6/09,1
111111,11519069,4/14/14,6,4/14/08,4,,,,,,
111111,15035434,4/14/08,1,,,,,,,,
111111,15254590,7/31/12,1,5/31/12,1,5/4/12,1,3/27/12,1,11/16/11,1
111111,15292913,5/25/16,1,4/12/16,1,10/23/09,1,7/30/09,1,4/14/08,1
111111,15685560,4/14/08,1,,,,,,,,
111111,17801157,4/14/08,1,,,,,,,,
111111,19121286,2/5/14,1,6/25/13,1,4/4/13,1,1/9/13,1,7/2/12,1
111111,19211265,10/29/14,1,7/10/08,1,4/18/08,1,5/1/06,1,,0
111111,25345015,4/14/08,1,,,,,,,,
111111,25746055,7/14/08,1,4/14/08,1,,,,,,
111111,9392508,4/16/08,1,,,,,,,,
111111,10232633,4/16/08,1,,,,,,,,
111111,10232659,4/16/08,1,,,,,,,,
111111,10307576,4/16/08,1,,,,,,,,
111111,10409637,4/16/08,1,,,,,,,,
111111,12375550,4/16/08,1,,,,,,,,
111111,15060525,11/25/14,1,1/4/11,1,9/24/08,1,4/16/08,1,,
111111,25809313,1/4/11,3,4/16/08,1,,,,,,
111111,12173435,4/16/08,1,,,,,,,,
111111,12497803,9/14/12,1,8/8/08,1,4/16/08,1,,,,
111111,12497805,4/16/08,1,,,,,,,,
111111,12498001,4/16/08,2,,,,,,,,
111111,18012741,11/4/16,1,8/5/10,1,4/16/08,1,,,,
111111,25097359,4/16/08,1,,,,,,,,
111111,89021612,12/29/14,5,4/2/12,1,4/16/08,5,,,,
111111,89040132,8/19/08,1,6/10/08,1,4/16/08,2,,,,
111111,15938998,4/15/08,1,,,,,,,,
111111,15945990,4/15/08,1,,,,,,,,
111111,10377974,4/15/08,1,,,,,,,,
111111,19141421,4/15/08,1,,,,,,,,
111111,19141422,4/15/08,1,,,,,,,,
111111,13219141,8/6/15,1,3/20/15,1,12/30/14,2,10/7/14,1,3/4/13,1
111111,15947692,3/4/13,1,,,,,,,,
111111,20757863,3/4/13,1,,,,,,,,
111111,88926743,3/4/13,1,,,,,,,,
111111,9597447,12/4/14,1,3/4/13,1,,,,,,
111111,12608660,6/21/16,1,3/4/13,1,,,,,,
111111,13585849,3/4/13,1,,,,,,,,
111111,19178787,3/4/13,2,,,,,,,,
111111,19240556,3/4/13,4,,,,,,,,
111111,24229593,2/19/15,1,7/19/14,1,7/31/13,1,3/4/13,1,,
111111,24267181,2/19/15,1,7/25/14,1,7/23/14,1,7/19/14,1,10/8/13,1
111111,20784054,3/30/11,1,,,,,,,,
111111,20836653,3/30/11,1,,,,,,,,
111111,20954763,3/30/11,1,,,,,,,,
111111,20954779,3/30/11,1,,,,,,,,
111111,98057284,11/4/16,2,6/21/16,2,4/5/16,1,3/17/16,1,2/23/16,1
111111,14071381,9/28/16,2,3/23/16,2,3/18/10,2,,,,
111111,15169344,3/18/10,1,,,,,,,,
111111,15791217,3/18/10,1,,,,,,,,
111111,19168014,3/18/10,2,,,,,,,,
111111,89017270,6/27/14,1,4/30/10,1,3/18/10,1,,,,
111111,15599081,3/18/10,1,,,,,,,,
111111,16525392,3/18/10,1,,,,,,,,
111111,25603373,12/6/12,1,3/18/10,1,,,,,,
111111,19191035,3/18/10,2,,,,,,,,
111111,10414732,3/18/10,1,,,,,,,,
111111,25951963,3/18/10,1,,,,,,,,
111111,10355050,4/18/08,1,,,,,,,,
111111,12192484,3/11/10,1,4/18/08,1,,,,,,
111111,12576033,4/18/08,1,,,,,,,,
111111,19149991,3/12/10,1,,,,,,,,
111111,24505433,4/18/08,1,,,,,,,,
111111,24506671,7/1/14,1,4/18/08,1,,,,,,
111111,25749631,,,,,,,,,,
111111,14036047,4/18/08,1,,,,,,,,
111111,15891715,10/3/13,1,11/6/08,1,4/18/08,1,,,,
111111,19154581,5/11/16,1,10/6/09,1,4/18/08,1,,,,
111111,25312185,4/18/08,1,,,,,,,,
111111,10085287,4/17/08,1,,,,,,,,
111111,25780187,12/24/15,1,10/7/15,1,1/10/13,1,4/5/12,1,7/6/11,1
111111,88952195,4/17/08,1,,,,,,,,
111111,89040129,1/25/12,1,4/17/08,1,,,,,,
111111,15861154,4/22/08,1,,,,,,,,
111111,19158391,5/7/10,1,4/22/08,1,,,,,,
111111,22540147,9/2/10,1,4/22/08,1,,,,,,
111111,25729323,4/25/14,1,1/13/11,1,8/4/09,1,1/30/09,1,4/22/08,1
111111,25315809,5/16/08,1,,,,,,,,
111111,15924265,5/16/08,1,,,,,,,,
111111,15713633,2/22/10,1,5/16/08,1,,,,,,
111111,96409548,5/16/08,1,,,,,,,,
111111,10364870,12/8/10,1,2/16/10,1,5/16/08,1,,,,
111111,11516807,10/5/16,4,9/30/16,2,7/6/16,4,6/7/16,8,5/16/16,12
111111,11561329,4/16/12,2,5/16/08,2,,,,,,
111111,15725253,4/18/13,1,6/20/12,1,4/10/12,1,3/11/11,1,5/16/08,1
111111,15657364,6/20/12,1,4/10/12,1,5/16/08,1,,,,
111111,333827,4/22/08,1,1/25/07,1,,,,,,
111111,10232650,4/22/08,1,,,,,,,,
111111,10421018,1/11/11,13,12/21/09,5,4/22/08,8,,,,
111111,12387976,4/22/08,1,,,,,,,,
111111,12389350,4/22/08,1,,,,,,,,
111111,15125303,4/22/08,1,,,,,,,,
111111,15125304,4/22/08,1,,,,,,,,
111111,15259182,4/22/08,1,,,,,,,,
111111,15259183,4/22/08,1,,,,,,,,
111111,15708679,12/6/10,1,4/22/08,1,,,,,,
111111,15708680,12/6/10,1,4/22/08,1,,,,,,
111111,15914021,4/22/08,1,,,,,,,,
111111,97209545,6/11/13,1,8/2/11,1,6/17/11,1,3/7/11,1,4/7/10,1
111111,98025664,2/11/16,1,11/9/09,1,4/22/08,1,,,,
111111,15077397,9/8/11,1,4/22/08,1,,,,,,
111111,15796390,,,,,,,,,,
111111,10379213,4/23/08,1,,,,,,,,
111111,15675395,4/23/08,1,,,,,,,,
111111,15935951,8/30/11,1,5/24/11,1,2/9/11,1,1/26/11,1,1/24/11,1
111111,25799003,2/16/12,1,8/15/11,1,4/5/11,1,12/22/10,1,4/23/08,1
111111,52482839,11/3/15,1,4/4/15,1,4/23/08,1,,,,
111111,88967211,4/23/08,1,,,,,,,,
111111,12563371,7/19/14,1,1/17/12,1,4/23/08,1,,,,
111111,15864153,2/10/16,2,1/15/15,2,2/16/12,2,8/15/11,1,12/9/09,1
111111,25828365,4/23/08,1,,,,,,,,
111111,10408951,3/27/09,1,4/21/08,1,,,,,,
111111,10419742,4/21/08,1,,,,,,,,
111111,15025375,2/21/11,1,11/24/08,1,4/21/08,1,,,,
111111,15569393,10/14/08,1,4/21/08,1,,,,,,
111111,15740091,11/27/12,1,6/24/11,1,7/2/08,1,4/21/08,1,,
111111,15750390,4/21/08,1,,,,,,,,
111111,15548457,4/21/08,1,,,,,,,,
111111,274244,10/19/15,1,4/21/08,1,,,,,,
111111,88936987,4/24/08,2,,,,,,,,
111111,88943929,4/24/08,1,,,,,,,,
111111,12597521,2/17/09,1,4/24/08,1,,,,,,
111111,19178930,1/11/12,1,3/23/09,1,3/5/09,1,4/24/08,1,1/7/08,1
111111,444788,11/16/11,1,4/24/08,1,,,,,,
111111,10438426,4/24/08,1,,,,,,,,
111111,12598151,4/24/08,1,,,,,,,,
111111,14033922,4/24/08,5,,,,,,,,
111111,15742926,4/24/08,1,,,,,,,,
111111,17113673,4/24/08,1,,,,,,,,
111111,20440999,2/21/14,1,4/24/08,1,,,,,,
111111,23503111,4/24/08,4,,,,,,,,
111111,25897648,1/16/14,1,2/8/10,1,,,,,,
111111,12581346,4/29/11,1,11/3/10,1,6/12/10,1,2/8/10,1,,
111111,19124390,7/5/11,1,2/8/10,1,,,,,,
111111,20791502,5/28/10,2,2/8/10,1,,,,,,
111111,25751643,2/8/10,2,,,,,,,,
111111,25751644,2/8/10,2,,,,,,,,
111111,25856173,2/8/10,2,,,,,,,,
111111,88982652,2/8/10,2,,,,,,,,
111111,97216067,10/28/16,1,10/18/16,1,9/30/16,1,9/14/16,1,8/15/16,1
111111,20763137,11/30/12,1,5/1/12,1,3/21/11,1,2/8/10,1,,
111111,17802158,2/8/10,1,,,,,,,,
111111,19212821,11/3/12,1,10/2/12,1,5/23/11,1,10/29/10,1,5/6/10,1
111111,19210439,9/12/12,1,,,,,,,,
111111,22793575,10/28/14,1,5/30/14,1,9/11/13,1,9/12/12,1,,
111111,22832327,5/30/14,1,4/29/14,1,9/11/13,1,8/22/13,1,9/12/12,1
111111,88997063,8/22/15,1,6/1/15,1,11/19/14,1,6/16/14,1,8/30/13,1
111111,12603028,7/29/16,1,9/12/12,1,,,,,,
111111,19201885,2/10/11,1,10/18/10,1,,,,,,
111111,25912666,10/18/10,1,,,,,,,,
111111,25782474,10/18/10,1,,,,,,,,
111111,96536695,10/18/10,1,,,,,,,,
111111,19192778,3/10/16,2,1/19/16,4,10/6/15,2,9/15/15,4,2/3/14,1
111111,20968133,2/17/15,1,8/26/14,1,2/4/13,1,,,,
111111,22766400,9/4/15,1,4/8/14,1,2/13/14,1,2/4/13,1,,
111111,10129565,2/4/13,1,,,,,,,,
111111,12477993,2/4/13,1,,,,,,,,
111111,15112451,8/23/12,1,4/29/08,1,,,,,,
111111,17113201,4/29/08,1,,,,,,,,
111111,19147305,2/27/13,1,4/29/08,1,,,,,,
111111,19150977,7/28/16,1,2/1/16,1,4/3/12,1,4/29/08,1,,
111111,12102747,8/14/12,1,8/23/11,1,3/9/11,1,8/20/09,1,5/1/09,1
111111,15591149,8/13/09,1,6/29/09,1,11/21/08,1,4/29/08,1,,
111111,15106857,8/31/16,1,5/26/16,1,10/2/15,1,7/24/15,1,3/2/15,1
111111,88892924,4/29/08,1,,,,,,,,
111111,94852783,4/29/08,1,,,,,,,,
111111,12335935,4/25/08,1,,,,,,,,
111111,15153415,9/22/11,2,4/25/08,2,,,,,,
111111,15798923,3/16/16,1,1/8/16,1,11/2/09,1,4/25/08,1,,
111111,15798924,1/8/16,1,4/25/08,1,,,,,,
111111,19130791,4/25/08,1,,,,,,,,
111111,30017181,4/25/08,1,,,,,,,,
111111,30019244,4/25/08,1,,,,,,,,
111111,30020320,4/25/08,1,,,,,,,,
111111,89049900,4/25/08,2,,,,,,,,
111111,89049904,4/25/08,2,,,,,,,,
111111,15129646,7/3/14,1,6/5/14,1,12/3/13,1,7/23/12,1,4/19/12,1
111111,15212695,,,,,,,,,,
111111,15809933,11/18/15,1,12/16/09,1,4/25/08,1,,,,
111111,15850349,4/25/08,1,,,,,,,,
111111,19168825,3/10/16,1,11/9/15,1,5/29/15,1,3/19/15,1,6/1/13,1
111111,25926014,1/16/13,1,1/14/13,1,,,,,,
111111,25926016,1/14/13,1,,,,,,,,
111111,15767600,1/14/13,1,,,,,,,,
111111,15858578,2/26/13,1,1/14/13,1,,,,,,
111111,20803179,1/14/13,1,,,,,,,,
111111,29531325,9/12/14,2,2/21/14,2,1/14/13,1,,,,
111111,89019318,2/26/15,1,11/18/14,1,10/2/14,1,12/6/13,1,7/17/13,1
111111,16625875,4/26/08,1,,,,,,,,
111111,9595091,2/6/14,1,7/3/12,1,12/16/09,1,10/28/09,1,5/19/08,3
111111,12524653,11/8/10,1,4/8/09,1,5/27/08,1,4/28/08,1,,
111111,30020321,4/28/08,1,,,,,,,,
111111,10105379,11/8/10,1,6/9/10,1,4/28/08,1,,,,
111111,12576628,10/17/12,6,4/28/08,1,,,,,,
111111,19143036,4/28/08,2,,,,,,,,
111111,25116163,4/28/08,1,,,,,,,,
111111,25139035,4/28/08,1,,,,,,,,
111111,2724727,4/30/08,1,,,,,,,,
111111,12377916,2/6/10,3,1/15/10,1,1/8/10,1,4/22/09,1,4/8/09,3
111111,15113134,11/5/09,1,4/30/08,1,,,,,,
111111,15719028,1/21/16,1,11/19/15,1,11/16/15,1,10/17/15,2,10/2/15,1
111111,15943876,2/6/14,1,4/30/08,1,,,,,,
111111,3764554,4/30/08,1,,,,,,,,
111111,11516074,7/26/16,1,12/31/09,2,10/13/09,1,7/28/09,1,1/13/09,1
111111,12550042,4/30/08,1,,,,,,,,
111111,15842641,9/8/09,1,4/30/08,1,1/14/08,1,,0,,0
111111,21170392,4/30/08,1,,,,,,,,
111111,21170393,4/30/08,3,,,,,,,,
111111,21170394,4/30/08,4,,,,,,,,
111111,21170395,4/30/08,2,,,,,,,,
111111,21170398,4/30/08,10,,,,,,,,
111111,21171007,4/30/08,1,,,,,,,,
111111,93442037,4/30/08,1,,,,,,,,
111111,96437106,5/5/08,1,,,,,,,,
111111,19141203,6/23/12,1,,,,,,,,
111111,11609746,10/14/16,10,9/8/16,4,8/17/16,2,12/22/15,2,7/17/15,5
111111,15040361,5/2/08,1,12/12/07,1,8/20/07,1,11/27/06,1,,
